27962,3-5年,本科,全职,分布式数据库研发工程师 北京,2310146,2016-10-24 11:39:21,北京,image1/M00/3F/78/CgYXBlXAhlaAe9VkAAALyeCGxAU857.jpg,数据服务,核心研发 技术牛人直接带 氛围愉悦,20k以上,150-500人,1,成长型(B轮),五险一金|年底双薪|带薪年假|弹性工作,海淀区,星环科技,0,363516,,,0,0,0,,,双榆树|中关村|大钟寺,today,1477280944000,11:39发布,0,星环信息科技（上海）有限公司
5726,1-3年,本科,全职,PHP研发工程师,2498756,2016-10-24 11:37:30,北京,image1/M00/26/89/CgYXBlVVsdSAU5iAAAB3i_Nttvc295.jpg,"移动互联网 ,教育",大牛云集、激情团队、美女如云,10k-20k,150-500人,1,成长型(B轮),节日礼物|在线教育|岗位晋升|五险一金,,翼课网,0,55958,,,0,0,0,,,,today,1477280708000,11:37发布,0,广州摩翼信息科技有限公司
95538,不限,不限,实习,硬件集成测试实习生,2159551,2016-10-24 11:36:59,杭州,i/image/M00/38/9C/CgqKkVdjdCaAabEeAAAK3OBaVSA280.png,"移动互联网,硬件",奖金丰厚，岗位晋升，行业大牛亲自引导,2k-4k,50-150人,1,成长型(A轮),节日礼物|股票期权|绩效奖金|岗位晋升,滨江区,易驱势,0,579720,,,0,0,0,,,长河|西兴,disabled,1477280207000,11:36发布,0,上海易驱势新能源有限公司
1866,3-5年,本科,全职,iOS,2482184,2016-10-24 11:53:30,北京,i/image/M00/51/47/CgqKkVe2ryeAKqVBAAAUFbb8PUk215.png,旅游,"公司靠谱,技术有挑战,发展有空间",15k-30k,50-150人,1,成熟型(C轮),五险一金|专项奖金|半年调薪|团建旅游,朝阳区,大鱼自助游,0,43868,,,0,0,0,,,西坝河|三元桥|国展,today,1477279622000,11:53发布,0,鱼行天下（北京）科技有限公司
70367,1-3年,本科,全职,app及网站运营经理,2121157,2016-10-24 11:37:59,杭州,image1/M00/43/FF/CgYXBlXT5O-ATtC-AAAzmTGHWHU609.jpg,移动互联网,做五休二，五险一金,8k-15k,15-50人,0,初创型(未融资),岗位晋升|扁平管理|领导好|五险一金,西湖区,跑跑网,0,1701841,,,0,0,0,,,西湖|高新文教区|天目山路,disabled,1477280267000,11:37发布,0,杭州跑跑网络科技有限公司
55219,3-5年,本科,全职,web前端,2387981,2016-10-24 11:38:38,深圳,i/image/M00/43/6C/Cgp3O1eDRp2AeD2ZAAATZycDOgA556.jpg,其他,"弹性工作,免费班车,五险一金,各种福利",10k-15k,15-50人,0,初创型(不需要融资),技能培训|节日礼物|带薪年假|绩效奖金,宝安区,trasense,0,1374492,,,0,0,0,,,,today,1477280301000,11:38发布,0,深圳市亲情互动科技有限公司
36719,不限,本科,全职,项目实施经理,1892367,2016-10-24 11:38:04,上海,i/image/M00/5B/62/CgqKkVfg666AbERHAACgQ6wZES4852.JPG,"移动互联网,数据服务",双休 五险一金 绩效奖金 年终奖 云计算行业,12k-20k,500-2000人,1,成熟型(C轮),节日礼物|带薪年假|岗位晋升|扁平管理,杨浦区,华云数据,0,4626070,,,0,0,0,,,五角场|大学区|长海医院,today,1477278720000,11:38发布,0,无锡华云数据技术服务有限公司
24995,3-5年,本科,全职,Java,2498906,2016-10-24 11:50:05,上海,image1/M00/00/33/CgYXBlTUXI-AC08_AACIkHlny3Y866.jpg,"移动互联网,企业服务",美味三餐 一年加薪两次 福利好 晋升广,13k-18k,500-2000人,1,成熟型(D轮及以上),技能培训|带薪年假|绩效奖金|岗位晋升,浦东新区,泛微,0,2805917,,,0,0,0,,,世博园区|龙华|日晖,today,1477270459000,11:50发布,0,上海泛微网络科技股份有限公司
6956,3-5年,大专,全职,技术总监,2080799,2016-10-24 11:50:32,北京,i/image/M00/62/92/CgqKkVf-8J2AS_WfAAAr8gpTxE8549.png,"移动互联网,教育",带薪年假、另有下午茶、小零食、五险等,20k-30k,15-50人,1,成长型(A轮),绩效奖金|五险一金|带薪年假|节日礼物,昌平区,应试宝,0,76062,,,0,0,0,,,沙河,threeDays,1477281008000,11:50发布,0,北京掌控优教科技有限公司
8072,3-5年,大专,全职,.net开发工程师,43045,2016-10-24 11:49:04,广州,image1/M00/00/11/Cgo8PFTUWDGAQXyEAAByYSu_5xg501.png,"移动互联网,游戏",7.5小时5天工作制，社保齐全，福利优厚,6k-12k,15-50人,0,成长型(A轮),年终分红|年底双薪|五险一金|节日礼物,番禺区,彩乐网络,0,95910,,,0,0,0,,,东环|沙头,sevenDays,1477280930000,11:49发布,0,彩乐网络科技有限公司
